Unnamed: 0	scene_id	raw_text	characters	affective_prompt	only_speaker	origin_sent	sent_and_prompt	cOPN	labels	personality_description	sent	sentence1	sentence2
651	03_e25_c09(0) 	"[['Ross', ' Hi.'], ['Rachel', ' Hi!'], ['Ross', "" I was having a little chat with ah, Bonnie, and ah, guess what, she-she happened to bring up y'know, who was behind the um, whole head shaving idea, and now, who was it? Oh, that's right, that's right, it was you!""], ['Rachel', ' That was her idea, I just gave her a nudge.'], ['Ross', ' She said you gave her the razor!']]"	Bonnie	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is anger, 	; 	Others :  Hi., Others :  Hi!, Others :  I was having a little chat with ah, Bonnie, and ah, guess what, she-she happened to bring up y'know, who was behind the um, whole head shaving idea, and now, who was it? Oh, that's right, that's right, it was you!, Others :  That was her idea, I just gave her a nudge., Others :  She said you gave her the razor!, ; 	Others :  Hi., Others :  Hi!, Others :  I was having a little chat with ah, Bonnie, and ah, guess what, she-she happened to bring up y'know, who was behind the um, whole head shaving idea, and now, who was it? Oh, that's right, that's right, it was you!, Others :  That was her idea, I just gave her a nudge., Others :  She said you gave her the razor!, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is anger, 	False	0	Bonnie has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  Hi., Others :  Hi!, Others :  I was having a little chat with ah, Bonnie, and ah, guess what, she-she happened to bring up y'know, who was behind the um, whole head shaving idea, and now, who was it? Oh, that's right, that's right, it was you!, Others :  That was her idea, I just gave her a nudge., Others :  She said you gave her the razor!, ; 	Others :  Hi., Others :  Hi!, Others :  I was having a little chat with ah, Bonnie, and ah, guess what, she-she happened to bring up y'know, who was behind the um, whole head shaving idea, and now, who was it? Oh, that's right, that's right, it was you!, Others :  That was her idea, I just gave her a nudge., Others :  She said you gave her the razor!, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is anger, 	Bonnie has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
652	02_e16_c09(0) 	"[['Joey Tribbiani', "" Can we drop this? I am not interested in the guy's apartment.""], ['Chandler Bing', ' Oh please, I saw the way you were checking out his mouldings. You want it.'], ['Joey Tribbiani', "" Why would I want another apartment, huh? I've already got an apartment that I love.""], ['Chandler Bing', "" Well it wouldn't kill you to say it once in a while.""], ['Joey Tribbiani', "" Alright, you want the truth? I'm thinkin' about it.""]]"	Chandler Bing	First, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, Chandler respond with anger, the emotion of others is neutral, 	 Oh please, I saw the way you were checking out his mouldings. You want it.,  Well it wouldn't kill you to say it once in a while., ; 	Others :  Can we drop this? I am not interested in the guy's apartment., Speaker :  Oh please, I saw the way you were checking out his mouldings. You want it., Others :  Why would I want another apartment, huh? I've already got an apartment that I love., Speaker :  Well it wouldn't kill you to say it once in a while., Others :  Alright, you want the truth? I'm thinkin' about it., ; 	Others :  Can we drop this? I am not interested in the guy's apartment., Speaker :  Oh please, I saw the way you were checking out his mouldings. You want it., Others :  Why would I want another apartment, huh? I've already got an apartment that I love., Speaker :  Well it wouldn't kill you to say it once in a while., Others :  Alright, you want the truth? I'm thinkin' about it., ; First, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, Chandler respond with anger, the emotion of others is neutral, 	True	1	Chandler has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  Can we drop this? I am not interested in the guy's apartment., Speaker :  Oh please, I saw the way you were checking out his mouldings. You want it., Others :  Why would I want another apartment, huh? I've already got an apartment that I love., Speaker :  Well it wouldn't kill you to say it once in a while., Others :  Alright, you want the truth? I'm thinkin' about it., ; 	Others :  Can we drop this? I am not interested in the guy's apartment., Speaker :  Oh please, I saw the way you were checking out his mouldings. You want it., Others :  Why would I want another apartment, huh? I've already got an apartment that I love., Speaker :  Well it wouldn't kill you to say it once in a while., Others :  Alright, you want the truth? I'm thinkin' about it., ; First, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, Chandler respond with anger, the emotion of others is neutral, 	Chandler has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
653	01_e11_c03(0) 	[['Paolo', ' Bona sera.'], ['Rachel Green', ' Oh, hi sweetie. (They kiss)'], ['Ross Geller', ' When did Rigatoni get back from Rome?'], ['Monica Geller', ' Last night.']]	Phoebe Buffay	First, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Bona sera., Others :  Oh, hi sweetie. (They kiss), Others :  When did Rigatoni get back from Rome?, Others :  Last night., ; 	Others :  Bona sera., Others :  Oh, hi sweetie. (They kiss), Others :  When did Rigatoni get back from Rome?, Others :  Last night., ; First, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Phoebe has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  Bona sera., Others :  Oh, hi sweetie. (They kiss), Others :  When did Rigatoni get back from Rome?, Others :  Last night., ; 	Others :  Bona sera., Others :  Oh, hi sweetie. (They kiss), Others :  When did Rigatoni get back from Rome?, Others :  Last night., ; First, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	Phoebe has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
654	04_e04_c14(0) 	"[['Rachel', ' You got fired?!'], ['Monica', ' Oh my Gosh!'], ['Phoebe', "" It's so weird, I have never been fired from anything before!""], ['Rachel', ' Sweety...'], ['Phoebe', "" I just-I just started walking around not knowing what to do next, y'know? I-I started asking people on the street if they wanted massages. Then these policemen, thought I was a whore too. It's been a really bad day, whore wise.""], ['Mr. Treeger', ' Hey Duck, is Chick here?'], ['Chandler', ' Yeah... Bunny-rabbit.'], ['Joey', ' (To Mr. Treeger) So you ah, ready for our last practice?'], ['Mr. Treeger', "" Yeah, but y'know, I think the reason we're not getting that spin right is because my apartment's too small.""], ['Joey', ' Look, you wanna use our place?']]"	Mr. Treeger	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is anger, the emotion of others is neutral, the emotion of others is neutral, Mr. respond with neutral, the emotion of others is neutral, the emotion of others is neutral, Mr. respond with neutral, the emotion of others is neutral, 	 Hey Duck, is Chick here?,  Yeah, but y'know, I think the reason we're not getting that spin right is because my apartment's too small., ; 	Others :  You got fired?!, Others :  Oh my Gosh!, Others :  It's so weird, I have never been fired from anything before!, Others :  Sweety..., Others :  I just-I just started walking around not knowing what to do next, y'know? I-I started asking people on the street if they wanted massages. Then these policemen, thought I was a whore too. It's been a really bad day, whore wise., Speaker :  Hey Duck, is Chick here?, Others :  Yeah... Bunny-rabbit., Others :  (To Mr. Treeger) So you ah, ready for our last practice?, Speaker :  Yeah, but y'know, I think the reason we're not getting that spin right is because my apartment's too small., Others :  Look, you wanna use our place?, ; 	Others :  You got fired?!, Others :  Oh my Gosh!, Others :  It's so weird, I have never been fired from anything before!, Others :  Sweety..., Others :  I just-I just started walking around not knowing what to do next, y'know? I-I started asking people on the street if they wanted massages. Then these policemen, thought I was a whore too. It's been a really bad day, whore wise., Speaker :  Hey Duck, is Chick here?, Others :  Yeah... Bunny-rabbit., Others :  (To Mr. Treeger) So you ah, ready for our last practice?, Speaker :  Yeah, but y'know, I think the reason we're not getting that spin right is because my apartment's too small., Others :  Look, you wanna use our place?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is anger, the emotion of others is neutral, the emotion of others is neutral, Mr. respond with neutral, the emotion of others is neutral, the emotion of others is neutral, Mr. respond with neutral, the emotion of others is neutral, 	False	0	Mr. has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  You got fired?!, Others :  Oh my Gosh!, Others :  It's so weird, I have never been fired from anything before!, Others :  Sweety..., Others :  I just-I just started walking around not knowing what to do next, y'know? I-I started asking people on the street if they wanted massages. Then these policemen, thought I was a whore too. It's been a really bad day, whore wise., Speaker :  Hey Duck, is Chick here?, Others :  Yeah... Bunny-rabbit., Others :  (To Mr. Treeger) So you ah, ready for our last practice?, Speaker :  Yeah, but y'know, I think the reason we're not getting that spin right is because my apartment's too small., Others :  Look, you wanna use our place?, ; 	Others :  You got fired?!, Others :  Oh my Gosh!, Others :  It's so weird, I have never been fired from anything before!, Others :  Sweety..., Others :  I just-I just started walking around not knowing what to do next, y'know? I-I started asking people on the street if they wanted massages. Then these policemen, thought I was a whore too. It's been a really bad day, whore wise., Speaker :  Hey Duck, is Chick here?, Others :  Yeah... Bunny-rabbit., Others :  (To Mr. Treeger) So you ah, ready for our last practice?, Speaker :  Yeah, but y'know, I think the reason we're not getting that spin right is because my apartment's too small., Others :  Look, you wanna use our place?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is anger, the emotion of others is neutral, the emotion of others is neutral, Mr. respond with neutral, the emotion of others is neutral, the emotion of others is neutral, Mr. respond with neutral, the emotion of others is neutral, 	Mr. has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
655	03_e08_c02(0) 	"[['Ross', ' Thanks, Gunther. (takes the plate Gunther serves him and Rachel comes up and kisses him) (to Rachel) Hey! (to Gunther) Umm, can I get a napkin too?'], ['Gunther', "" Oh, like you don't already have everything.""], ['Phoebe', ' (trying to bite into an apple) Ow! Ow! (drops the apple in disgust.)']]"	Phoebe	First, the emotion of others is neutral, the emotion of others is joy, Phoebe respond with neutral, 	 (trying to bite into an apple) Ow! Ow! (drops the apple in disgust.), ; 	Others :  Thanks, Gunther. (takes the plate Gunther serves him and Rachel comes up and kisses him) (to Rachel) Hey! (to Gunther) Umm, can I get a napkin too?, Others :  Oh, like you don't already have everything., Speaker :  (trying to bite into an apple) Ow! Ow! (drops the apple in disgust.), ; 	Others :  Thanks, Gunther. (takes the plate Gunther serves him and Rachel comes up and kisses him) (to Rachel) Hey! (to Gunther) Umm, can I get a napkin too?, Others :  Oh, like you don't already have everything., Speaker :  (trying to bite into an apple) Ow! Ow! (drops the apple in disgust.), ; First, the emotion of others is neutral, the emotion of others is joy, Phoebe respond with neutral, 	True	1	Phoebe has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  Thanks, Gunther. (takes the plate Gunther serves him and Rachel comes up and kisses him) (to Rachel) Hey! (to Gunther) Umm, can I get a napkin too?, Others :  Oh, like you don't already have everything., Speaker :  (trying to bite into an apple) Ow! Ow! (drops the apple in disgust.), ; 	Others :  Thanks, Gunther. (takes the plate Gunther serves him and Rachel comes up and kisses him) (to Rachel) Hey! (to Gunther) Umm, can I get a napkin too?, Others :  Oh, like you don't already have everything., Speaker :  (trying to bite into an apple) Ow! Ow! (drops the apple in disgust.), ; First, the emotion of others is neutral, the emotion of others is joy, Phoebe respond with neutral, 	Phoebe has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
656	04_e14_c09(0) 	"[['Rachel', "" (entering) I can't believe it! He still hasn't called.""], ['Phoebe', ' Who, Josh?'], ['Rachel', "" It's Joshua.""], ['Monica', "" What, he doesn't like Josh?""], ['Rachel', "" No, I don't.""], ['Chandler', "" All right, well I'm gonna put my sweats back on.""], ['Phoebe', "" Oh no! Wait! Wait! Okay, y'know what, you were right, you were right. We really weren't great at being guys, but you know why? Because we're girls.""], ['Chandler', ' Yeah?']]"	Chandler	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, Chandler respond with anger, 	 All right, well I'm gonna put my sweats back on.,  Yeah?, ; 	Others :  (entering) I can't believe it! He still hasn't called., Others :  Who, Josh?, Others :  It's Joshua., Others :  What, he doesn't like Josh?, Others :  No, I don't., Speaker :  All right, well I'm gonna put my sweats back on., Others :  Oh no! Wait! Wait! Okay, y'know what, you were right, you were right. We really weren't great at being guys, but you know why? Because we're girls., Speaker :  Yeah?, ; 	Others :  (entering) I can't believe it! He still hasn't called., Others :  Who, Josh?, Others :  It's Joshua., Others :  What, he doesn't like Josh?, Others :  No, I don't., Speaker :  All right, well I'm gonna put my sweats back on., Others :  Oh no! Wait! Wait! Okay, y'know what, you were right, you were right. We really weren't great at being guys, but you know why? Because we're girls., Speaker :  Yeah?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, Chandler respond with anger, 	False	0	Chandler has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  (entering) I can't believe it! He still hasn't called., Others :  Who, Josh?, Others :  It's Joshua., Others :  What, he doesn't like Josh?, Others :  No, I don't., Speaker :  All right, well I'm gonna put my sweats back on., Others :  Oh no! Wait! Wait! Okay, y'know what, you were right, you were right. We really weren't great at being guys, but you know why? Because we're girls., Speaker :  Yeah?, ; 	Others :  (entering) I can't believe it! He still hasn't called., Others :  Who, Josh?, Others :  It's Joshua., Others :  What, he doesn't like Josh?, Others :  No, I don't., Speaker :  All right, well I'm gonna put my sweats back on., Others :  Oh no! Wait! Wait! Okay, y'know what, you were right, you were right. We really weren't great at being guys, but you know why? Because we're girls., Speaker :  Yeah?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, Chandler respond with anger, 	Chandler has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
657	01_e20_c02(0) 	"[['Joey Tribbiani', ' Her answer machine?'], ['Chandler Bing', ' No, interestingly enough her leaf blower picked up.'], ['Phoebe Buffay', "" So, uh, why didn't you say anything?""], ['Chandler Bing', ' Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o.""'], ['Monica Geller', "" Look look! It's Rachel and Barry. No, don't everybody look at once!""]]"	Ross Geller	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	"Others :  Her answer machine?, Others :  No, interestingly enough her leaf blower picked up., Others :  So, uh, why didn't you say anything?, Others :  Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o."", Others :  Look look! It's Rachel and Barry. No, don't everybody look at once!, ; "	"Others :  Her answer machine?, Others :  No, interestingly enough her leaf blower picked up., Others :  So, uh, why didn't you say anything?, Others :  Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o."", Others :  Look look! It's Rachel and Barry. No, don't everybody look at once!, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, "	True	1	Ross has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	"Others :  Her answer machine?, Others :  No, interestingly enough her leaf blower picked up., Others :  So, uh, why didn't you say anything?, Others :  Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o."", Others :  Look look! It's Rachel and Barry. No, don't everybody look at once!, ; "	"Others :  Her answer machine?, Others :  No, interestingly enough her leaf blower picked up., Others :  So, uh, why didn't you say anything?, Others :  Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o."", Others :  Look look! It's Rachel and Barry. No, don't everybody look at once!, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, "	Ross has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
658	04_e12_c04(0) 	[['Monica', ' You guys! Do you realize that any minute now, Phoebe can be pregnant?'], ['Joey', ' Huh.']]	Joey	First, the emotion of others is neutral, Joey respond with neutral, 	 Huh., ; 	Others :  You guys! Do you realize that any minute now, Phoebe can be pregnant?, Speaker :  Huh., ; 	Others :  You guys! Do you realize that any minute now, Phoebe can be pregnant?, Speaker :  Huh., ; First, the emotion of others is neutral, Joey respond with neutral, 	True	1	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  You guys! Do you realize that any minute now, Phoebe can be pregnant?, Speaker :  Huh., ; 	Others :  You guys! Do you realize that any minute now, Phoebe can be pregnant?, Speaker :  Huh., ; First, the emotion of others is neutral, Joey respond with neutral, 	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
659	01_e09_c02(0) 	"[['Ross Geller', "" You're wrong.""], ['Monica Geller', ' I am not wrong.'], ['Ross Geller', "" You're wrong.""], ['Monica Geller', ' No, I just talked to them.'], ['Ross Geller', "" (getting up, upset) I'm calling Mom.""], ['Joey Tribbiani', ' Hey, hey.'], ['Chandler Bing', ' Hey.'], ['Phoebe Buffay', ' Hey.'], ['Chandler Bing', ' And this from the cry-for-help department. Are you wearing makeup?'], ['Joey Tribbiani', ' Yes, I am. As of today, I am officially Joey Tribbiani, actor slash model.'], ['Chandler Bing', "" That's so funny, 'cause I was thinking you look more like Joey Tribbiani, man slash woman.""], ['Phoebe Buffay', ' What were you modeling for?']]"	Joey Tribbiani	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, the emotion of others is joy, Joey respond with neutral, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, Joey respond with neutral, the emotion of others is neutral, the emotion of others is neutral, 	 Hey, hey.,  Yes, I am. As of today, I am officially Joey Tribbiani, actor slash model., ; 	Others :  You're wrong., Others :  I am not wrong., Others :  You're wrong., Others :  No, I just talked to them., Others :  (getting up, upset) I'm calling Mom., Speaker :  Hey, hey., Others :  Hey., Others :  Hey., Others :  And this from the cry-for-help department. Are you wearing makeup?, Speaker :  Yes, I am. As of today, I am officially Joey Tribbiani, actor slash model., Others :  That's so funny, 'cause I was thinking you look more like Joey Tribbiani, man slash woman., Others :  What were you modeling for?, ; 	Others :  You're wrong., Others :  I am not wrong., Others :  You're wrong., Others :  No, I just talked to them., Others :  (getting up, upset) I'm calling Mom., Speaker :  Hey, hey., Others :  Hey., Others :  Hey., Others :  And this from the cry-for-help department. Are you wearing makeup?, Speaker :  Yes, I am. As of today, I am officially Joey Tribbiani, actor slash model., Others :  That's so funny, 'cause I was thinking you look more like Joey Tribbiani, man slash woman., Others :  What were you modeling for?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, the emotion of others is joy, Joey respond with neutral, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, Joey respond with neutral, the emotion of others is neutral, the emotion of others is neutral, 	False	0	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  You're wrong., Others :  I am not wrong., Others :  You're wrong., Others :  No, I just talked to them., Others :  (getting up, upset) I'm calling Mom., Speaker :  Hey, hey., Others :  Hey., Others :  Hey., Others :  And this from the cry-for-help department. Are you wearing makeup?, Speaker :  Yes, I am. As of today, I am officially Joey Tribbiani, actor slash model., Others :  That's so funny, 'cause I was thinking you look more like Joey Tribbiani, man slash woman., Others :  What were you modeling for?, ; 	Others :  You're wrong., Others :  I am not wrong., Others :  You're wrong., Others :  No, I just talked to them., Others :  (getting up, upset) I'm calling Mom., Speaker :  Hey, hey., Others :  Hey., Others :  Hey., Others :  And this from the cry-for-help department. Are you wearing makeup?, Speaker :  Yes, I am. As of today, I am officially Joey Tribbiani, actor slash model., Others :  That's so funny, 'cause I was thinking you look more like Joey Tribbiani, man slash woman., Others :  What were you modeling for?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, the emotion of others is joy, Joey respond with neutral, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, Joey respond with neutral, the emotion of others is neutral, the emotion of others is neutral, 	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
660	02_e18_c12(0) 	[['Monica Geller', ' Why?'], ['Chandler Bing', ' Because he thinks I slept with his ex-girlfriend and killed his fish.'], ['Phoebe Buffay', ' Why would you kill his fish?'], ['Chandler Bing', ' Because sometimes, Phoebe after you sleep with someone, you have to kill the fish.']]	Ross Geller	First, the emotion of others is neutral, the emotion of others is anger, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Why?, Others :  Because he thinks I slept with his ex-girlfriend and killed his fish., Others :  Why would you kill his fish?, Others :  Because sometimes, Phoebe after you sleep with someone, you have to kill the fish., ; 	Others :  Why?, Others :  Because he thinks I slept with his ex-girlfriend and killed his fish., Others :  Why would you kill his fish?, Others :  Because sometimes, Phoebe after you sleep with someone, you have to kill the fish., ; First, the emotion of others is neutral, the emotion of others is anger, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Ross has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  Why?, Others :  Because he thinks I slept with his ex-girlfriend and killed his fish., Others :  Why would you kill his fish?, Others :  Because sometimes, Phoebe after you sleep with someone, you have to kill the fish., ; 	Others :  Why?, Others :  Because he thinks I slept with his ex-girlfriend and killed his fish., Others :  Why would you kill his fish?, Others :  Because sometimes, Phoebe after you sleep with someone, you have to kill the fish., ; First, the emotion of others is neutral, the emotion of others is anger, the emotion of others is neutral, the emotion of others is neutral, 	Ross has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
661	04_e11_c08(0) 	"[['Chandler', ' Look, you have to help me! Okay? I mean, I know what to do with a woman, y\'know, I know where everything goes, it\'s always nice. But I need to know what makes it go from nice to, ""My God! Somebody\'s killing her in there!""'], ['Monica', "" All right, I'm gonna show you something a lot of guys don't know. Rach, give me that pad, please? (She does so and Monica starts drawing on it) All right. Now...""], ['Chandler', "" Look, you don't have to draw an actual wo-whoa! She's hot!""], ['Monica', "" Now everybody knows the basic erogenous zones. (She starts labelling them) You got one, two three, four (Chandler is shocked to find out there's more than three), five, six, and seven!""], ['Chandler', ' (shocked) There are seven?!'], ['Rachel', ' Let me see that. (Monica shows her) Oh, yeah.']]"	Rachel	First, the emotion of others is anger, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, Rachel respond with neutral, 	 Let me see that. (Monica shows her) Oh, yeah., ; 	"Others :  Look, you have to help me! Okay? I mean, I know what to do with a woman, y'know, I know where everything goes, it's always nice. But I need to know what makes it go from nice to, ""My God! Somebody's killing her in there!"", Others :  All right, I'm gonna show you something a lot of guys don't know. Rach, give me that pad, please? (She does so and Monica starts drawing on it) All right. Now..., Others :  Look, you don't have to draw an actual wo-whoa! She's hot!, Others :  Now everybody knows the basic erogenous zones. (She starts labelling them) You got one, two three, four (Chandler is shocked to find out there's more than three), five, six, and seven!, Others :  (shocked) There are seven?!, Speaker :  Let me see that. (Monica shows her) Oh, yeah., ; "	"Others :  Look, you have to help me! Okay? I mean, I know what to do with a woman, y'know, I know where everything goes, it's always nice. But I need to know what makes it go from nice to, ""My God! Somebody's killing her in there!"", Others :  All right, I'm gonna show you something a lot of guys don't know. Rach, give me that pad, please? (She does so and Monica starts drawing on it) All right. Now..., Others :  Look, you don't have to draw an actual wo-whoa! She's hot!, Others :  Now everybody knows the basic erogenous zones. (She starts labelling them) You got one, two three, four (Chandler is shocked to find out there's more than three), five, six, and seven!, Others :  (shocked) There are seven?!, Speaker :  Let me see that. (Monica shows her) Oh, yeah., ; First, the emotion of others is anger, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, Rachel respond with neutral, "	True	1	Rachel has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	"Others :  Look, you have to help me! Okay? I mean, I know what to do with a woman, y'know, I know where everything goes, it's always nice. But I need to know what makes it go from nice to, ""My God! Somebody's killing her in there!"", Others :  All right, I'm gonna show you something a lot of guys don't know. Rach, give me that pad, please? (She does so and Monica starts drawing on it) All right. Now..., Others :  Look, you don't have to draw an actual wo-whoa! She's hot!, Others :  Now everybody knows the basic erogenous zones. (She starts labelling them) You got one, two three, four (Chandler is shocked to find out there's more than three), five, six, and seven!, Others :  (shocked) There are seven?!, Speaker :  Let me see that. (Monica shows her) Oh, yeah., ; "	"Others :  Look, you have to help me! Okay? I mean, I know what to do with a woman, y'know, I know where everything goes, it's always nice. But I need to know what makes it go from nice to, ""My God! Somebody's killing her in there!"", Others :  All right, I'm gonna show you something a lot of guys don't know. Rach, give me that pad, please? (She does so and Monica starts drawing on it) All right. Now..., Others :  Look, you don't have to draw an actual wo-whoa! She's hot!, Others :  Now everybody knows the basic erogenous zones. (She starts labelling them) You got one, two three, four (Chandler is shocked to find out there's more than three), five, six, and seven!, Others :  (shocked) There are seven?!, Speaker :  Let me see that. (Monica shows her) Oh, yeah., ; First, the emotion of others is anger, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, Rachel respond with neutral, "	Rachel has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
